# Target Sample Rate: 200 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-06 23:43:56.086
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
23:44:33:146,-0.0075,0.0074,-0.0028,0.01
23:44:33:146,-0.0028,0.0075,0.0020,0.01
23:44:33:147,-0.0075,0.0122,-0.0028,0.01
23:44:33:158,-0.0124,0.0074,-0.0027,0.01
23:44:33:159,-0.0123,0.0216,0.0068,0.03
23:44:33:162,-0.0170,0.0120,0.0020,0.02
23:44:33:174,-0.0074,0.0024,-0.0075,0.01
23:44:33:174,-0.0027,0.0120,-0.0027,0.01
23:44:33:177,0.0020,0.0167,-0.0074,0.02
23:44:33:193,-0.0170,0.0119,-0.0074,0.02
23:44:33:211,-0.0076,0.0118,-0.0077,0.02
23:44:33:230,-0.0077,0.0069,0.0066,0.01
23:44:33:243,-0.0029,0.0117,0.0065,0.01
23:44:33:244,-0.0077,0.0022,0.0017,0.01
23:44:33:248,-0.0077,0.0165,-0.0078,0.02
23:44:33:259,-0.0077,0.0116,-0.0078,0.02
23:44:33:259,-0.0125,0.0116,0.0018,0.02
23:44:33:263,-0.0173,0.0116,0.0018,0.02
23:44:33:275,-0.0077,0.0068,0.0065,0.01
23:44:33:276,-0.0125,0.0116,0.0065,0.02
23:44:33:278,-0.0078,0.0115,-0.0031,0.01
23:44:33:292,-0.0077,0.0115,0.0017,0.01
23:44:33:298,-0.0076,0.0115,-0.0031,0.01
23:44:33:311,-0.0171,0.0067,-0.0031,0.02
23:44:33:312,-0.0076,0.0068,-0.0078,0.01
23:44:33:313,0.0019,0.0068,0.0017,0.01
23:44:33:329,-0.0077,0.0068,0.0017,0.01
23:44:33:343,-0.0077,0.0163,0.0017,0.02
23:44:33:344,-0.0077,0.0067,-0.0078,0.01
23:44:33:345,-0.0125,0.0020,0.0113,0.02
23:44:33:359,-0.0029,0.0021,0.0111,0.01
23:44:33:360,-0.0125,0.0070,-0.0080,0.02
23:44:33:363,-0.0125,0.0117,0.0016,0.02
23:44:33:375,-0.0124,0.0069,0.0016,0.01
23:44:33:393,-0.0074,0.0117,0.0110,0.02
23:44:33:399,-0.0121,0.0070,-0.0034,0.01
23:44:33:412,-0.0074,0.0022,0.0014,0.01
23:44:33:413,0.0021,0.0165,0.0061,0.02
23:44:33:414,-0.0027,0.0117,0.0013,0.01
23:44:33:429,-0.0075,0.0117,-0.0034,0.01
23:44:33:445,-0.0170,0.0116,-0.0033,0.02
23:44:33:452,0.0019,0.0163,0.0014,0.02
23:44:33:462,0.0066,0.0163,0.0109,0.02
23:44:33:463,-0.0125,0.0019,0.0060,0.01
23:44:33:495,-0.0076,0.0162,0.0012,0.02
23:44:33:510,-0.0029,0.0068,-0.0080,0.01
23:44:33:527,-0.0123,0.0116,0.0065,0.02
23:44:33:543,-0.0028,0.0115,-0.0127,0.02
23:44:33:562,-0.0074,0.0114,-0.0030,0.01
23:44:33:581,0.0022,0.0065,0.0019,0.01
23:44:33:597,-0.0121,0.0066,0.0019,0.01
23:44:33:611,-0.0120,0.0161,0.0067,0.02
23:44:33:611,-0.0120,-0.0030,0.0019,0.01
23:44:33:614,-0.0071,0.0114,-0.0029,0.01
23:44:33:626,-0.0024,0.0114,-0.0076,0.01
23:44:33:627,-0.0025,0.0161,-0.0075,0.02
23:44:33:628,-0.0073,0.0065,-0.0027,0.01
23:44:33:643,-0.0073,0.0065,0.0021,0.01
23:44:33:649,-0.0072,0.0112,-0.0028,0.01
23:44:33:660,-0.0071,0.0064,0.0020,0.01
23:44:33:661,-0.0025,0.0159,-0.0028,0.02
23:44:33:664,-0.0120,0.0111,-0.0027,0.02
23:44:33:677,-0.0072,0.0064,0.0068,0.01
23:44:33:678,-0.0024,0.0064,-0.0075,0.01
23:44:33:679,-0.0071,0.0206,0.0020,0.02
23:44:33:691,-0.0118,0.0015,0.0163,0.02
23:44:33:692,-0.0118,0.0111,0.0019,0.02
23:44:33:694,-0.0165,0.0111,0.0066,0.02
23:44:33:699,-0.0022,-0.0080,0.0066,0.01
23:44:33:712,-0.0117,0.0064,0.0018,0.01
23:44:33:713,0.0073,0.0159,0.0113,0.02
23:44:33:716,-0.0070,0.0063,0.0017,0.01
23:44:33:735,-0.0070,0.0111,0.0064,0.01
23:44:33:748,-0.0021,0.0109,-0.0031,0.01
23:44:33:749,-0.0117,0.0109,-0.0078,0.02
23:44:33:762,-0.0165,0.0014,-0.0077,0.02
23:44:33:777,-0.0069,0.0062,0.0065,0.01
23:44:33:777,-0.0069,0.0109,0.0017,0.01
23:44:33:780,0.0027,0.0061,0.0065,0.01
23:44:33:794,-0.0069,0.0014,0.0017,0.01
23:44:33:800,-0.0069,0.0014,0.0016,0.01
23:44:33:811,-0.0021,0.0110,0.0016,0.01
23:44:33:812,-0.0163,0.0062,-0.0031,0.02
23:44:33:815,-0.0067,0.0015,-0.0031,0.01
23:44:33:830,-0.0067,0.0063,-0.0031,0.01
23:44:33:843,-0.0067,0.0159,-0.0077,0.02
23:44:33:844,0.0027,0.0064,-0.0029,0.01
23:44:33:845,-0.0069,0.0064,0.0114,0.01
23:44:33:860,-0.0118,0.0160,-0.0030,0.02
23:44:33:865,-0.0023,0.0018,0.0113,0.01
23:44:33:876,-0.0070,0.0161,0.0018,0.02
23:44:33:877,-0.0118,0.0066,-0.0078,0.02
23:44:33:893,-0.0165,0.0065,0.0018,0.02
23:44:33:900,-0.0068,0.0066,0.0065,0.01
23:44:33:912,-0.0115,0.0066,-0.0078,0.02
23:44:33:913,-0.0020,0.0161,0.0018,0.02
23:44:33:916,-0.0020,-0.0029,-0.0030,0.00
23:44:33:931,-0.0068,0.0114,0.0018,0.01
23:44:33:951,-0.0022,0.0209,0.0064,0.02
23:44:33:964,-0.0023,0.0113,0.0060,0.01
23:44:33:965,-0.0118,0.0066,0.0107,0.02
23:44:33:979,-0.0070,0.0065,-0.0037,0.01
23:44:33:993,-0.0069,-0.0030,-0.0084,0.01
23:44:33:993,-0.0069,0.0018,-0.0036,0.01
23:44:33:996,-0.0069,0.0113,0.0012,0.01
23:44:34:000,-0.0069,0.0065,0.0107,0.01
23:44:34:010,-0.0021,0.0113,0.0106,0.02
23:44:34:010,-0.0022,0.0065,0.0105,0.01
23:44:34:016,-0.0117,0.0113,0.0057,0.02
23:44:34:028,-0.0021,0.0065,0.0009,0.01
23:44:34:028,-0.0069,0.0159,-0.0086,0.02
23:44:34:031,-0.0116,0.0112,0.0009,0.02
23:44:34:046,-0.0115,0.0065,-0.0038,0.01
23:44:34:063,-0.0211,0.0017,0.0056,0.02
23:44:34:078,-0.0066,0.0064,0.0055,0.01
23:44:34:094,-0.0066,0.0112,0.0007,0.01
23:44:34:110,-0.0067,0.0016,-0.0087,0.01
23:44:34:116,-0.0114,0.0017,-0.0087,0.01
23:44:34:127,-0.0066,0.0017,0.0009,0.01
23:44:34:128,-0.0066,0.0114,-0.0039,0.01
23:44:34:132,-0.0067,0.0066,-0.0039,0.01
23:44:34:148,-0.0067,0.0066,-0.0038,0.01
23:44:34:168,-0.0018,0.0020,0.0010,0.00
23:44:34:181,-0.0019,0.0114,-0.0038,0.01
23:44:34:182,-0.0019,0.0113,-0.0038,0.01
23:44:34:194,-0.0020,0.0113,0.0010,0.01
23:44:34:210,-0.0166,0.0112,-0.0086,0.02
23:44:34:217,-0.0024,0.0158,0.0010,0.02
23:44:34:228,-0.0072,0.0157,-0.0085,0.02
23:44:34:229,-0.0166,0.0110,0.0010,0.02
23:44:34:232,0.0025,-0.0081,-0.0085,0.01
23:44:34:248,-0.0071,0.0111,0.0058,0.01
23:44:34:266,-0.0072,0.0064,-0.0085,0.01
23:44:34:282,-0.0118,0.0160,0.0010,0.02
23:44:34:295,0.0025,0.0111,0.0105,0.02
23:44:34:296,-0.0072,0.0064,-0.0039,0.01
23:44:34:297,-0.0072,0.0111,-0.0038,0.01
23:44:34:310,-0.0025,0.0015,-0.0133,0.01
23:44:34:310,-0.0167,0.0111,-0.0084,0.02
23:44:34:312,-0.0024,0.0063,-0.0084,0.01
23:44:34:316,-0.0025,0.0159,-0.0035,0.02
23:44:34:326,-0.0120,0.0158,0.0060,0.02
23:44:34:327,-0.0072,0.0062,-0.0036,0.01
23:44:34:332,-0.0072,0.0062,0.0012,0.01
23:44:34:345,-0.0025,0.0015,0.0060,0.01
23:44:34:345,-0.0073,0.0159,-0.0036,0.02
23:44:34:347,-0.0025,0.0206,-0.0131,0.02
23:44:34:363,0.0022,0.0015,-0.0034,0.00
23:44:34:378,-0.0166,0.0015,0.0014,0.02
23:44:34:395,-0.0117,0.0015,-0.0033,0.01
23:44:34:413,-0.0022,0.0062,0.0015,0.01
23:44:34:428,-0.0069,0.0158,0.0015,0.02
23:44:34:445,-0.0116,0.0157,0.0014,0.02
23:44:34:459,-0.0067,0.0110,0.0014,0.01
23:44:34:460,-0.0067,0.0157,-0.0034,0.02
23:44:34:466,-0.0067,0.0156,0.0061,0.02
23:44:34:467,-0.0067,0.0203,-0.0034,0.02
23:44:34:478,-0.0067,0.0107,-0.0081,0.01
23:44:34:478,-0.0067,0.0011,0.0062,0.01
23:44:34:482,-0.0067,0.0106,0.0109,0.02
23:44:34:504,-0.0114,0.0201,-0.0035,0.02
23:44:34:519,-0.0113,0.0057,-0.0082,0.02
23:44:34:520,-0.0064,0.0057,0.0014,0.01
23:44:34:520,-0.0064,0.0200,0.0014,0.02
23:44:34:534,-0.0113,-0.0038,0.0061,0.01
23:44:34:535,-0.0064,0.0105,0.0013,0.01
23:44:34:535,-0.0064,0.0010,0.0013,0.01
23:44:34:557,-0.0065,0.0058,0.0155,0.02
23:44:34:562,-0.0161,0.0058,-0.0037,0.02
23:44:34:568,-0.0017,0.0153,-0.0084,0.02
23:44:34:583,-0.0017,0.0106,-0.0083,0.01
23:44:34:596,-0.0066,0.0011,-0.0035,0.01
23:44:34:596,-0.0019,0.0059,0.0061,0.01
23:44:34:599,-0.0067,0.0106,0.0060,0.01
23:44:34:610,-0.0066,0.0106,-0.0035,0.01
23:44:34:610,-0.0114,0.0058,0.0107,0.02
23:44:34:613,-0.0066,0.0106,0.0059,0.01
23:44:34:626,-0.0113,0.0058,0.0011,0.01
23:44:34:628,-0.0113,0.0059,0.0059,0.01
23:44:34:633,-0.0112,0.0012,0.0011,0.01
23:44:34:643,-0.0064,0.0060,0.0011,0.01
23:44:34:643,0.0030,0.0107,0.0058,0.01
23:44:34:648,-0.0065,-0.0035,-0.0037,0.01
23:44:34:670,-0.0018,0.0061,0.0011,0.01
23:44:34:686,-0.0115,0.0108,0.0009,0.02
23:44:34:693,-0.0020,0.0107,-0.0085,0.01
23:44:34:699,-0.0069,0.0107,-0.0037,0.01
23:44:34:713,-0.0068,0.0106,0.0011,0.01
23:44:34:718,-0.0116,0.0106,0.0012,0.02
23:44:34:736,-0.0211,0.0154,-0.0083,0.03
23:44:34:752,-0.0020,0.0107,-0.0035,0.01
23:44:34:767,-0.0115,0.0012,0.0108,0.02
23:44:34:781,-0.0019,0.0060,-0.0223,0.02
23:44:34:782,-0.0162,0.0059,-0.0031,0.02
23:44:34:784,-0.0018,0.0249,-0.0078,0.03
23:44:34:795,-0.0114,0.0106,-0.0125,0.02
23:44:34:796,-0.0113,0.0058,-0.0124,0.02
23:44:34:799,-0.0018,0.0057,-0.0171,0.02
23:44:34:810,-0.0066,0.0058,-0.0074,0.01
23:44:34:811,-0.0066,0.0106,-0.0121,0.02
23:44:34:814,-0.0017,0.0106,-0.0073,0.01
23:44:34:819,-0.0113,0.0059,-0.0120,0.02
23:44:34:829,-0.0065,0.0154,-0.0213,0.03
23:44:34:830,-0.0113,0.0011,-0.0022,0.01
23:44:34:834,-0.0160,0.0107,-0.0117,0.02
23:44:34:846,-0.0017,0.0201,-0.0116,0.02
23:44:34:847,-0.0017,0.0057,-0.0115,0.01
23:44:34:849,-0.0112,0.0057,-0.0114,0.02
23:44:34:863,-0.0112,0.0105,-0.0208,0.03
23:44:34:869,-0.0018,0.0153,-0.0201,0.03
23:44:34:879,-0.0067,0.0058,-0.0294,0.03
23:44:34:880,-0.0068,0.0106,-0.0197,0.02
23:44:34:884,-0.0115,0.0011,-0.0195,0.02
23:44:34:896,-0.0068,0.0012,-0.0241,0.03
23:44:34:897,-0.0116,0.0154,-0.0286,0.03
23:44:34:900,-0.0116,0.0011,-0.0332,0.04
23:44:34:913,-0.0021,0.0012,-0.0424,0.04
23:44:34:929,-0.0067,0.0156,-0.0366,0.04
23:44:34:934,-0.0019,0.0010,-0.0451,0.05
23:44:34:945,-0.0020,0.0058,-0.0400,0.04
23:44:34:945,-0.0068,0.0153,-0.0444,0.05
23:44:34:950,-0.0115,0.0104,-0.0583,0.06
23:44:34:962,-0.0115,0.0104,-0.0436,0.05
23:44:34:963,-0.0066,0.0200,-0.0479,0.05
23:44:34:965,-0.0019,0.0152,-0.0618,0.06
23:44:34:969,-0.0020,0.0057,-0.0470,0.05
23:44:34:980,-0.0020,0.0105,-0.0466,0.05
23:44:34:981,-0.0068,0.0105,-0.0652,0.07
23:44:34:984,-0.0115,0.0010,-0.0552,0.06
23:44:34:999,0.0028,0.0153,-0.0500,0.05
23:44:35:014,-0.0163,0.0106,-0.0675,0.07
23:44:35:029,-0.0068,0.0105,-0.0745,0.08
23:44:35:030,-0.0067,0.0105,-0.0786,0.08
23:44:35:034,-0.0114,0.0057,-0.0732,0.07
23:44:35:051,-0.0019,0.0152,-0.0726,0.07
23:44:35:068,-0.0066,0.0153,-0.0802,0.08
23:44:35:081,-0.0161,0.0107,-0.0923,0.09
23:44:35:081,-0.0065,0.0012,-0.0915,0.09
23:44:35:085,-0.0112,0.0107,-0.0994,0.10
23:44:35:095,-0.0016,0.0059,-0.0891,0.09
23:44:35:096,-0.0017,0.0155,-0.0978,0.10
23:44:35:100,-0.0017,0.0108,-0.0923,0.09
23:44:35:114,-0.0113,0.0155,-0.0963,0.10
23:44:35:128,-0.0065,0.0059,-0.0939,0.09
23:44:35:129,0.0030,0.0059,-0.0932,0.09
23:44:35:130,0.0029,0.0012,-0.0876,0.09
23:44:35:136,0.0028,0.0061,-0.1011,0.10
23:44:35:147,-0.0116,0.0014,-0.0908,0.09
23:44:35:148,-0.0163,0.0014,-0.0853,0.09
23:44:35:151,-0.0068,0.0110,-0.0846,0.09
23:44:35:164,-0.0115,0.0110,-0.0886,0.09
23:44:35:179,0.0029,0.0014,-0.0865,0.09
23:44:35:186,-0.0115,0.0159,-0.0844,0.09
23:44:35:196,-0.0067,0.0017,-0.0789,0.08
23:44:35:197,-0.0162,0.0064,-0.0735,0.08
23:44:35:200,-0.0066,0.0111,-0.0824,0.08
23:44:35:216,-0.0018,0.0111,-0.0722,0.07
23:44:35:229,-0.0066,0.0064,-0.0750,0.08
23:44:35:230,-0.0161,0.0158,-0.0839,0.09
23:44:35:235,-0.0113,0.0064,-0.0684,0.07
23:44:35:246,-0.0064,0.0064,-0.0678,0.07
23:44:35:263,-0.0111,0.0016,-0.0614,0.06
23:44:35:280,-0.0016,0.0110,-0.0599,0.06
23:44:35:285,-0.0018,0.0107,-0.0584,0.06
23:44:35:298,-0.0065,0.0059,-0.0531,0.05
23:44:35:298,-0.0018,-0.0035,-0.0480,0.05
23:44:35:301,-0.0018,0.0060,-0.0570,0.06
23:44:35:314,0.0029,0.0108,-0.0566,0.06
23:44:35:315,-0.0066,0.0012,-0.0466,0.05
23:44:35:316,-0.0067,0.0155,-0.0462,0.05
23:44:35:329,-0.0161,0.0060,-0.0458,0.05
23:44:35:330,-0.0113,0.0108,-0.0454,0.05
23:44:35:330,-0.0113,0.0060,-0.0546,0.06
23:44:35:336,0.0029,0.0060,-0.0399,0.04
23:44:35:348,-0.0114,0.0013,-0.0395,0.04
23:44:35:348,-0.0066,0.0014,-0.0250,0.03
23:44:35:351,-0.0066,0.0063,-0.0437,0.04
23:44:35:366,-0.0018,0.0063,-0.0386,0.04
23:44:35:381,-0.0066,0.0111,-0.0376,0.04
23:44:35:381,-0.0161,0.0110,-0.0373,0.04
23:44:35:382,0.0030,0.0063,-0.0323,0.03
23:44:35:386,0.0029,0.0158,-0.0367,0.04
23:44:35:396,-0.0114,0.0063,-0.0364,0.04
23:44:35:397,-0.0066,0.0158,-0.0219,0.03
23:44:35:401,-0.0114,0.0158,-0.0264,0.03
23:44:35:422,-0.0113,0.0062,-0.0310,0.03
23:44:35:437,-0.0209,0.0061,-0.0347,0.04
23:44:35:453,-0.0113,0.0014,-0.0341,0.04
23:44:35:468,-0.0113,0.0158,-0.0287,0.03
23:44:35:475,-0.0066,0.0062,-0.0188,0.02
23:44:35:487,-0.0114,0.0063,-0.0092,0.02
23:44:35:487,-0.0019,0.0110,-0.0138,0.02
23:44:35:500,0.0028,0.0062,-0.0089,0.01
23:44:35:515,-0.0020,0.0158,0.0056,0.02
23:44:35:515,0.0027,0.0157,0.0055,0.02
23:44:35:517,-0.0021,0.0109,-0.0040,0.01
23:44:35:533,-0.0116,-0.0034,0.0008,0.01
23:44:35:553,-0.0068,0.0015,0.0055,0.01
23:44:35:570,-0.0021,0.0063,0.0054,0.01
23:44:35:585,-0.0212,0.0063,0.0102,0.02
23:44:35:585,-0.0069,0.0158,0.0101,0.02
23:44:35:586,-0.0020,0.0110,0.0053,0.01
23:44:35:600,-0.0116,0.0109,0.0099,0.02
23:44:35:601,-0.0021,0.0061,0.0193,0.02
23:44:35:603,-0.0117,0.0110,0.0239,0.03
23:44:35:614,-0.0069,0.0062,0.0142,0.02
23:44:35:615,-0.0021,0.0063,0.0141,0.02
23:44:35:618,-0.0163,0.0110,0.0140,0.02
23:44:35:630,-0.0020,0.0110,0.0186,0.02
23:44:35:631,-0.0068,0.0110,0.0232,0.03
23:44:35:633,0.0027,0.0110,0.0277,0.03
23:44:35:638,-0.0069,0.0157,0.0133,0.02
23:44:35:648,-0.0068,0.0109,0.0227,0.03
23:44:35:649,-0.0021,0.0014,0.0177,0.02
23:44:35:653,-0.0116,0.0109,0.0176,0.02
23:44:35:663,-0.0021,0.0109,0.0222,0.02
23:44:35:663,-0.0117,0.0061,0.0125,0.02
23:44:35:667,-0.0022,0.0062,0.0266,0.03
23:44:35:683,-0.0070,0.0063,0.0264,0.03
23:44:35:703,-0.0069,0.0062,0.0208,0.02
23:44:35:717,-0.0211,0.0061,0.0251,0.03
23:44:35:717,-0.0115,0.0204,0.0344,0.04
23:44:35:736,-0.0018,0.0109,0.0243,0.03
23:44:35:751,-0.0066,0.0014,0.0236,0.02
23:44:35:751,-0.0162,0.0109,0.0282,0.03
23:44:35:751,-0.0161,0.0061,0.0279,0.03
23:44:35:765,-0.0064,0.0108,0.0322,0.03
23:44:35:766,-0.0065,0.0060,0.0320,0.03
23:44:35:768,-0.0065,0.0108,0.0269,0.03
23:44:35:780,-0.0017,0.0108,0.0267,0.03
23:44:35:780,0.0030,0.0107,0.0407,0.04
23:44:35:783,-0.0019,0.0060,0.0309,0.03
23:44:35:788,-0.0067,0.0060,0.0307,0.03
23:44:35:797,-0.0067,0.0060,0.0304,0.03
23:44:35:799,-0.0162,0.0107,0.0206,0.03
23:44:35:803,-0.0113,0.0060,0.0300,0.03
23:44:35:813,-0.0066,0.0060,0.0345,0.04
23:44:35:814,-0.0113,0.0013,0.0389,0.04
23:44:35:818,0.0029,0.0156,0.0386,0.04
23:44:35:832,-0.0020,0.0108,0.0383,0.04
23:44:35:849,-0.0161,0.0013,0.0373,0.04
23:44:35:864,-0.0067,0.0156,0.0409,0.04
23:44:35:882,-0.0163,0.0059,0.0448,0.05
23:44:35:896,-0.0019,0.0059,0.0344,0.03
23:44:35:897,-0.0067,0.0107,0.0389,0.04
23:44:35:899,-0.0162,0.0059,0.0338,0.04
23:44:35:904,-0.0019,0.0107,0.0383,0.04
23:44:35:917,-0.0114,0.0059,0.0427,0.04
23:44:35:933,0.0123,0.0060,0.0322,0.04
23:44:35:947,-0.0164,0.0012,0.0314,0.04
23:44:35:948,-0.0068,0.0061,0.0311,0.03
23:44:35:949,-0.0021,0.0061,0.0498,0.05
23:44:35:953,-0.0021,0.0109,0.0304,0.03
23:44:35:963,-0.0116,0.0109,0.0302,0.03
23:44:35:964,-0.0020,0.0061,0.0299,0.03
23:44:35:969,-0.0068,0.0109,0.0344,0.04
23:44:35:980,-0.0068,0.0109,0.0294,0.03
23:44:35:982,-0.0068,0.0109,0.0292,0.03
23:44:35:984,-0.0020,0.0108,0.0384,0.04
23:44:35:998,-0.0115,0.0060,0.0333,0.04
23:44:36:004,-0.0068,0.0013,0.0420,0.04
23:44:36:015,-0.0163,0.0013,0.0084,0.02
23:44:36:016,-0.0020,0.0108,0.0226,0.03
23:44:36:019,-0.0068,0.0061,0.0224,0.02
23:44:36:030,-0.0162,0.0061,0.0270,0.03
23:44:36:032,-0.0066,0.0060,0.0220,0.02
23:44:36:034,-0.0067,0.0203,0.0266,0.03
23:44:36:048,-0.0020,0.0012,0.0216,0.02
23:44:36:054,-0.0115,0.0155,0.0164,0.03
23:44:36:065,-0.0067,0.0012,0.0257,0.03
23:44:36:066,-0.0067,0.0108,0.0208,0.02
23:44:36:069,-0.0162,0.0061,0.0301,0.03
23:44:36:081,-0.0161,0.0061,0.0203,0.03
23:44:36:082,-0.0018,0.0108,0.0202,0.02
23:44:36:084,-0.0113,0.0061,0.0247,0.03
23:44:36:097,-0.0066,0.0061,0.0198,0.02
23:44:36:098,-0.0018,0.0109,0.0054,0.01
23:44:36:099,0.0029,0.0109,0.0006,0.01
23:44:36:105,-0.0067,0.0157,0.0148,0.02
23:44:36:115,-0.0019,0.0109,0.0242,0.03
23:44:36:116,-0.0115,0.0109,0.0098,0.02
23:44:36:120,-0.0020,0.0061,0.0097,0.01
23:44:36:130,-0.0115,0.0109,0.0144,0.02
23:44:36:131,-0.0068,0.0014,0.0142,0.02
23:44:36:135,-0.0020,0.0062,0.0189,0.02
23:44:36:148,-0.0068,0.0015,0.0140,0.02
23:44:36:155,-0.0066,0.0015,0.0137,0.02
23:44:36:165,0.0028,0.0063,0.0135,0.02
23:44:36:166,-0.0067,0.0063,0.0134,0.02
23:44:36:170,-0.0067,0.0111,0.0181,0.02
23:44:36:182,-0.0162,0.0158,0.0132,0.03
23:44:36:183,-0.0113,0.0062,0.0083,0.02
23:44:36:185,-0.0065,0.0063,-0.0012,0.01
23:44:36:205,-0.0113,0.0016,0.0130,0.02
23:44:36:217,-0.0114,0.0064,-0.0015,0.01
23:44:36:218,-0.0113,0.0017,0.0033,0.01
23:44:36:220,-0.0066,0.0017,-0.0015,0.01
23:44:36:232,-0.0065,-0.0030,0.0128,0.01
23:44:36:233,0.0030,0.0065,0.0032,0.01
23:44:36:250,-0.0067,0.0112,0.0127,0.02
23:44:36:255,-0.0068,0.0016,0.0125,0.01
23:44:36:266,-0.0114,0.0112,0.0076,0.02
23:44:36:266,-0.0066,0.0159,0.0028,0.02
23:44:36:270,-0.0114,0.0158,0.0123,0.02
23:44:36:283,-0.0065,0.0063,0.0122,0.02
23:44:36:284,-0.0018,0.0015,0.0073,0.01
23:44:36:286,0.0029,0.0063,0.0025,0.01
23:44:36:300,-0.0066,0.0110,0.0072,0.01
23:44:36:300,-0.0018,0.0063,0.0024,0.01
23:44:36:301,-0.0066,0.0015,0.0072,0.01
23:44:36:306,-0.0018,0.0063,0.0071,0.01
23:44:36:317,-0.0018,0.0063,0.0023,0.01
23:44:36:317,-0.0018,0.0111,0.0118,0.02
23:44:36:333,-0.0113,0.0158,0.0021,0.02
23:44:36:348,-0.0064,0.0109,0.0067,0.01
23:44:36:356,-0.0065,0.0155,0.0018,0.02
23:44:36:366,-0.0208,0.0107,0.0113,0.03
23:44:36:366,-0.0065,0.0012,-0.0078,0.01
23:44:36:371,-0.0017,0.0107,-0.0030,0.01
23:44:36:382,-0.0159,0.0108,0.0113,0.02
23:44:36:383,-0.0063,0.0060,0.0112,0.01
23:44:36:386,-0.0063,0.0107,0.0111,0.02
23:44:36:399,-0.0111,0.0012,0.0205,0.02
23:44:36:406,-0.0016,0.0012,0.0060,0.01
23:44:36:417,-0.0064,0.0061,0.0154,0.02
23:44:36:418,-0.0016,0.0061,0.0248,0.03
23:44:36:421,-0.0016,0.0061,0.0151,0.02
23:44:36:432,-0.0160,0.0156,0.0102,0.02
23:44:36:433,-0.0016,0.0061,0.0196,0.02
23:44:36:436,-0.0064,0.0013,0.0147,0.02
23:44:36:447,-0.0112,0.0204,0.0098,0.03
23:44:36:448,-0.0111,0.0013,0.0098,0.01
23:44:36:452,-0.0158,0.0014,0.0192,0.02
23:44:36:456,-0.0015,0.0062,0.0190,0.02
23:44:36:466,0.0079,0.0015,0.0141,0.02
23:44:36:467,-0.0111,0.0110,0.0093,0.02
23:44:36:471,-0.0016,0.0109,0.0139,0.02
23:44:36:483,-0.0016,0.0109,0.0328,0.03
23:44:36:485,-0.0111,0.0015,0.0278,0.03
23:44:36:491,-0.0016,0.0063,0.0228,0.02
23:44:36:492,-0.0017,0.0110,0.0084,0.01
23:44:36:523,-0.0017,0.0016,0.0225,0.02
23:44:36:531,-0.0110,0.0111,0.0212,0.03
23:44:36:535,-0.0158,0.0111,0.0210,0.03
23:44:36:551,-0.0015,0.0110,0.0208,0.02
23:44:36:556,-0.0017,0.0109,0.0204,0.02
23:44:36:569,0.0031,0.0109,0.0297,0.03
23:44:36:570,-0.0065,0.0109,0.0152,0.02
23:44:36:571,-0.0066,0.0156,0.0151,0.02
23:44:36:587,-0.0018,0.0060,0.0150,0.02
23:44:36:601,-0.0020,0.0107,0.0286,0.03
23:44:36:602,-0.0020,0.0059,0.0189,0.02
23:44:36:602,-0.0115,0.0154,0.0235,0.03
23:44:36:619,-0.0068,0.0154,0.0231,0.03
23:44:36:635,-0.0115,0.0059,0.0225,0.03
23:44:36:651,-0.0067,0.0106,0.0126,0.02
23:44:36:670,-0.0019,0.0106,0.0214,0.02
23:44:36:687,-0.0209,0.0153,0.0162,0.03
23:44:36:702,-0.0067,0.0057,0.0252,0.03
23:44:36:707,-0.0065,0.0106,0.0151,0.02
23:44:36:716,-0.0066,0.0105,0.0197,0.02
23:44:36:717,-0.0065,0.0105,0.0196,0.02
23:44:36:722,-0.0113,0.0057,0.0194,0.02
23:44:36:733,-0.0065,0.0105,0.0145,0.02
23:44:36:734,-0.0112,0.0057,0.0239,0.03
23:44:36:737,-0.0112,0.0153,0.0237,0.03
23:44:36:749,-0.0064,0.0057,0.0187,0.02
23:44:36:750,0.0031,0.0057,0.0091,0.01
23:44:36:752,-0.0112,0.0152,0.0327,0.04
23:44:36:757,-0.0064,0.0056,0.0230,0.02
23:44:36:767,-0.0064,0.0151,0.0180,0.02
23:44:36:768,-0.0016,0.0150,0.0226,0.03
23:44:36:771,-0.0159,0.0055,0.0225,0.03
23:44:36:784,-0.0063,0.0102,0.0270,0.03
23:44:36:785,-0.0063,0.0055,0.0220,0.02
23:44:36:787,-0.0016,0.0102,0.0219,0.02
23:44:36:798,-0.0064,0.0055,0.0169,0.02
23:44:36:799,-0.0017,0.0103,0.0263,0.03
23:44:36:802,-0.0017,0.0055,0.0213,0.02
23:44:36:816,-0.0065,0.0008,0.0259,0.03
23:44:36:822,-0.0065,0.0150,0.0254,0.03
23:44:36:833,-0.0113,0.0102,0.0205,0.03
23:44:36:834,-0.0065,0.0007,0.0203,0.02
23:44:36:837,-0.0018,0.0102,0.0201,0.02
23:44:36:850,-0.0066,0.0055,0.0200,0.02
23:44:36:851,-0.0066,0.0007,0.0151,0.02
23:44:36:853,-0.0066,0.0056,0.0244,0.03
23:44:36:866,-0.0114,0.0056,0.0147,0.02
23:44:36:867,-0.0065,0.0104,0.0194,0.02
23:44:36:867,-0.0065,0.0103,0.0192,0.02
